Date,Month,MonthSort,Year,Quarter,Channel,Source,Campaign,Impressions,Clicks,Spend,VideoViews,Conversions,Revenue,CTR_pct,CPM,CPC,ConversionRate_pct
2026-03-19,Mar 2026,2026-03,2026,Q1 2026,Programmatic,Bing Ads,Bing Search,23668,710,1952.5,3550,43,23650.0,2.9998,82.4954,2.75,6.0563
2026-01-09,Jan 2026,2026-01,2026,Q1 2026,Programmatic,HubSpot,LinkedIn Lead Gen,51538,1546,4251.5,7731,93,51150.0,2.9997,82.4925,2.75,6.0155
2026-01-02,Jan 2026,2026-01,2026,Q1 2026,Paid Search,HubSpot,Competitor Search,51055,1532,4213.0,7658,92,50600.0,3.0007,82.5189,2.75,6.0052
2025-12-08,Dec 2025,2025-12,2025,Q4 2025,Paid Search,Google Ads,Facebook Prospecting,106667,3200,8800.0,16000,192,105600.0,3.0,82.4997,2.75,6.0
2026-03-12,Mar 2026,2026-03,2026,Q1 2026,Programmatic,Google Ads,Email Nurture,64774,1943,5343.25,9716,117,64350.0,2.9997,82.4907,2.75,6.0216
2026-04-18,Apr 2026,2026-04,2026,Q2 2026,Programmatic,HubSpot,Bing Search,163255,4898,13469.5,24488,294,161700.0,3.0002,82.5059,2.75,6.0024
2025-11-21,Nov 2025,2025-11,2025,Q4 2025,Organic,HubSpot,Enterprise ABM,32924,988,2717.0,4939,59,32450.0,3.0009,82.5234,2.75,5.9717
2026-03-16,Mar 2026,2026-03,2026,Q1 2026,Paid Social,LinkedIn Ads,Competitor Search,101242,3037,8351.75,15186,182,100100.0,2.9997,82.4929,2.75,5.9928
2026-02-03,Feb 2026,2026-02,2026,Q1 2026,Paid Search,Google Ads,Brand Search,98773,2963,8148.25,14816,178,97900.0,2.9998,82.4947,2.75,6.0074
2026-03-20,Mar 2026,2026-03,2026,Q1 2026,Organic,LinkedIn Ads,Email Nurture,62154,1865,5128.75,9323,112,61600.0,3.0006,82.5168,2.75,6.0054
2026-02-25,Feb 2026,2026-02,2026,Q1 2026,Paid Search,LinkedIn Ads,Awareness Push,167845,5035,13846.25,25177,302,166100.0,2.9998,82.4943,2.75,5.998
2025-11-30,Nov 2025,2025-11,2025,Q4 2025,Paid Social,Facebook Ads,Demo Requests,245073,7352,20218.0,36761,441,242550.0,2.9999,82.4979,2.75,5.9984
2026-04-18,Apr 2026,2026-04,2026,Q2 2026,Paid Search,Google Ads,Google Nonbrand,116589,3498,9619.5,17488,210,115500.0,3.0003,82.5078,2.75,6.0034
2026-04-25,Apr 2026,2026-04,2026,Q2 2026,Programmatic,LinkedIn Ads,Google Nonbrand,6747,202,555.5,1012,12,6600.0,2.9939,82.3329,2.75,5.9406
2025-11-26,Nov 2025,2025-11,2025,Q4 2025,Paid Social,LinkedIn Ads,Brand Search,71283,2138,5879.5,10692,128,70400.0,2.9993,82.4811,2.75,5.9869
2026-02-18,Feb 2026,2026-02,2026,Q1 2026,Programmatic,HubSpot,Brand Search,198238,5947,16354.25,29736,357,196350.0,2.9999,82.4981,2.75,6.003
2026-04-15,Apr 2026,2026-04,2026,Q2 2026,Paid Search,LinkedIn Ads,Demo Requests,57699,1731,4760.25,8655,104,57200.0,3.0001,82.5014,2.75,6.0081
2025-11-18,Nov 2025,2025-11,2025,Q4 2025,Paid Search,Amazon Ad Server,Email Nurture,185676,5570,15317.5,27851,334,183700.0,2.9998,82.4959,2.75,5.9964
2025-12-27,Dec 2025,2025-12,2025,Q4 2025,Paid Social,Amazon Ad Server,Email Nurture,43089,1293,3555.75,6463,78,42900.0,3.0008,82.5211,2.75,6.0325
2026-03-04,Mar 2026,2026-03,2026,Q1 2026,Paid Social,StackAdapt,Brand Search,101234,3037,8351.75,15185,182,100100.0,3.0,82.4995,2.75,5.9928
2026-02-14,Feb 2026,2026-02,2026,Q1 2026,Programmatic,Bing Ads,LinkedIn Lead Gen,37002,1110,3052.5,5550,67,36850.0,2.9998,82.4955,2.75,6.036
2026-01-08,Jan 2026,2026-01,2026,Q1 2026,Paid Search,LinkedIn Ads,Google Nonbrand,66923,2008,5522.0,10038,120,66000.0,3.0005,82.5127,2.75,5.9761
2026-01-16,Jan 2026,2026-01,2026,Q1 2026,Paid Social,Google Analytics,Awareness Push,223390,6702,18430.5,33509,402,221100.0,3.0001,82.5037,2.75,5.9982
2026-02-17,Feb 2026,2026-02,2026,Q1 2026,Organic,StackAdapt,Facebook Prospecting,226188,6786,18661.5,33928,407,223850.0,3.0002,82.5044,2.75,5.9976
2026-01-05,Jan 2026,2026-01,2026,Q1 2026,Paid Search,Facebook Ads,Demo Requests,225164,6755,18576.25,33775,405,222750.0,3.0,82.501,2.75,5.9956
2025-11-04,Nov 2025,2025-11,2025,Q4 2025,Programmatic,StackAdapt,Awareness Push,42566,1277,3511.75,6385,77,42350.0,3.0,82.5013,2.75,6.0298
2025-12-11,Dec 2025,2025-12,2025,Q4 2025,Organic,Google Ads,Awareness Push,36476,1094,3008.5,5471,66,36300.0,2.9992,82.4789,2.75,6.0329
2025-12-04,Dec 2025,2025-12,2025,Q4 2025,Programmatic,LinkedIn Ads,Retargeting Display,39035,1171,3220.25,5855,70,38500.0,2.9999,82.4965,2.75,5.9778
2026-03-19,Mar 2026,2026-03,2026,Q1 2026,Organic,LinkedIn Ads,Bing Search,121096,3633,9990.75,18164,218,119900.0,3.0001,82.5027,2.75,6.0006
2025-12-01,Dec 2025,2025-12,2025,Q4 2025,Programmatic,Google Analytics,Organic Content,155239,4657,12806.75,23286,279,153450.0,2.9999,82.497,2.75,5.991
2026-02-25,Feb 2026,2026-02,2026,Q1 2026,Programmatic,Google Ads,Facebook Prospecting,129979,3899,10722.25,19497,234,128700.0,2.9997,82.4922,2.75,6.0015
2025-11-06,Nov 2025,2025-11,2025,Q4 2025,Organic,HubSpot,Brand Search,224950,6749,18559.75,33743,405,222750.0,3.0002,82.5061,2.75,6.0009
2026-02-17,Feb 2026,2026-02,2026,Q1 2026,Paid Social,Amazon Ad Server,Google Nonbrand,184664,5540,15235.0,27700,332,182600.0,3.0,82.5012,2.75,5.9928
2026-02-20,Feb 2026,2026-02,2026,Q1 2026,Programmatic,Google Ads,Organic Content,7182,215,591.25,1077,13,7150.0,2.9936,82.3239,2.75,6.0465
2026-04-21,Apr 2026,2026-04,2026,Q2 2026,Programmatic,Google Ads,Organic Content,240998,7230,19882.5,36150,434,238700.0,3.0,82.5007,2.75,6.0028
2026-02-21,Feb 2026,2026-02,2026,Q1 2026,Paid Social,Amazon Ad Server,Retargeting Display,181077,5432,14938.0,27162,326,179300.0,2.9998,82.4953,2.75,6.0015
2025-12-05,Dec 2025,2025-12,2025,Q4 2025,Paid Social,Bing Ads,Facebook Prospecting,95784,2874,7903.5,14368,172,94600.0,3.0005,82.5138,2.75,5.9847
2026-02-10,Feb 2026,2026-02,2026,Q1 2026,Organic,LinkedIn Ads,LinkedIn Lead Gen,25685,771,2120.25,3853,46,25300.0,3.0018,82.5482,2.75,5.9663
2026-02-11,Feb 2026,2026-02,2026,Q1 2026,Paid Search,HubSpot,Retargeting Display,143791,4314,11863.5,21569,259,142450.0,3.0002,82.5052,2.75,6.0037
2025-11-18,Nov 2025,2025-11,2025,Q4 2025,Paid Search,Bing Ads,Bing Search,179045,5371,14770.25,26857,322,177100.0,2.9998,82.4946,2.75,5.9952
2026-03-16,Mar 2026,2026-03,2026,Q1 2026,Programmatic,Google Ads,Facebook Prospecting,207067,6212,17083.0,31060,373,205150.0,3.0,82.4999,2.75,6.0045
2026-03-21,Mar 2026,2026-03,2026,Q1 2026,Programmatic,Bing Ads,Email Nurture,132034,3961,10892.75,19805,238,130900.0,3.0,82.4996,2.75,6.0086
2025-11-28,Nov 2025,2025-11,2025,Q4 2025,Paid Search,Google Analytics,Competitor Search,99409,2982,8200.5,14911,179,98450.0,2.9997,82.4925,2.75,6.0027
2026-01-01,Jan 2026,2026-01,2026,Q1 2026,Programmatic,Google Analytics,Brand Search,119015,3570,9817.5,17852,214,117700.0,2.9996,82.4896,2.75,5.9944
2026-03-11,Mar 2026,2026-03,2026,Q1 2026,Paid Social,Facebook Ads,Email Nurture,20697,621,1707.75,3105,37,20350.0,3.0004,82.512,2.75,5.9581
2025-11-09,Nov 2025,2025-11,2025,Q4 2025,Organic,LinkedIn Ads,Enterprise ABM,71797,2154,5923.5,10770,129,70950.0,3.0001,82.5034,2.75,5.9889
2025-12-31,Dec 2025,2025-12,2025,Q4 2025,Paid Social,Bing Ads,Demo Requests,206734,6202,17055.5,31010,372,204600.0,3.0,82.4997,2.75,5.9981
2026-01-19,Jan 2026,2026-01,2026,Q1 2026,Paid Search,Bing Ads,Brand Search,88593,2658,7309.5,13289,159,87450.0,3.0002,82.5065,2.75,5.9819
2026-03-13,Mar 2026,2026-03,2026,Q1 2026,Paid Social,Amazon Ad Server,Awareness Push,147639,4429,12179.75,22146,266,146300.0,2.9999,82.4968,2.75,6.0059
2026-04-23,Apr 2026,2026-04,2026,Q2 2026,Paid Social,HubSpot,Competitor Search,30196,906,2491.5,4529,54,29700.0,3.0004,82.5109,2.75,5.9603
2026-02-26,Feb 2026,2026-02,2026,Q1 2026,Organic,Bing Ads,Competitor Search,178095,5343,14693.25,26714,321,176550.0,3.0001,82.5023,2.75,6.0079
2026-02-16,Feb 2026,2026-02,2026,Q1 2026,Organic,Google Ads,Demo Requests,172169,5165,14203.75,25825,310,170500.0,3.0,82.4989,2.75,6.0019
2026-03-02,Mar 2026,2026-03,2026,Q1 2026,Organic,Google Ads,Bing Search,64213,1926,5296.5,9632,116,63800.0,2.9994,82.4833,2.75,6.0228
2026-02-15,Feb 2026,2026-02,2026,Q1 2026,Programmatic,Google Analytics,Facebook Prospecting,244752,7343,20193.25,36713,441,242550.0,3.0002,82.5049,2.75,6.0057
2025-12-15,Dec 2025,2025-12,2025,Q4 2025,Paid Social,HubSpot,Brand Search,62436,1873,5150.75,9365,112,61600.0,2.9999,82.4965,2.75,5.9797
2026-02-12,Feb 2026,2026-02,2026,Q1 2026,Organic,Bing Ads,LinkedIn Lead Gen,89485,2685,7383.75,13423,161,88550.0,3.0005,82.5138,2.75,5.9963
2025-11-01,Nov 2025,2025-11,2025,Q4 2025,Paid Search,Bing Ads,Enterprise ABM,210996,6330,17407.5,31649,380,209000.0,3.0001,82.5016,2.75,6.0032
2025-11-13,Nov 2025,2025-11,2025,Q4 2025,Organic,Amazon Ad Server,Competitor Search,228300,6849,18834.75,34245,411,226050.0,3.0,82.5,2.75,6.0009
2025-12-09,Dec 2025,2025-12,2025,Q4 2025,Paid Social,HubSpot,Retargeting Display,49031,1471,4045.25,7355,88,48400.0,3.0001,82.5039,2.75,5.9823
2026-03-07,Mar 2026,2026-03,2026,Q1 2026,Paid Search,Bing Ads,Awareness Push,15500,465,1278.75,2325,28,15400.0,3.0,82.5,2.75,6.0215
2026-01-18,Jan 2026,2026-01,2026,Q1 2026,Paid Social,Google Analytics,Organic Content,224997,6750,18562.5,33750,405,222750.0,3.0,82.5011,2.75,6.0
2025-11-19,Nov 2025,2025-11,2025,Q4 2025,Organic,StackAdapt,Organic Content,98210,2946,8101.5,14732,177,97350.0,2.9997,82.4916,2.75,6.0081
2025-11-12,Nov 2025,2025-11,2025,Q4 2025,Organic,Google Ads,LinkedIn Lead Gen,117126,3514,9663.5,17569,211,116050.0,3.0002,82.5052,2.75,6.0046
2026-02-19,Feb 2026,2026-02,2026,Q1 2026,Paid Search,LinkedIn Ads,Email Nurture,166689,5001,13752.75,25003,300,165000.0,3.0002,82.5054,2.75,5.9988
2026-03-19,Mar 2026,2026-03,2026,Q1 2026,Programmatic,StackAdapt,Competitor Search,154911,4647,12779.25,23237,279,153450.0,2.9998,82.4941,2.75,6.0039
2026-03-17,Mar 2026,2026-03,2026,Q1 2026,Paid Social,HubSpot,Competitor Search,12172,365,1003.75,1826,22,12100.0,2.9987,82.4639,2.75,6.0274
2025-10-29,Oct 2025,2025-10,2025,Q4 2025,Organic,HubSpot,Bing Search,194173,5825,16018.75,29126,350,192500.0,2.9999,82.4973,2.75,6.0086
2025-10-27,Oct 2025,2025-10,2025,Q4 2025,Programmatic,Google Ads,Brand Search,35299,1059,2912.25,5295,64,35200.0,3.0001,82.5023,2.75,6.0434
2026-02-06,Feb 2026,2026-02,2026,Q1 2026,Paid Social,Google Ads,Demo Requests,41275,1238,3404.5,6191,74,40700.0,2.9994,82.4833,2.75,5.9774
2025-12-05,Dec 2025,2025-12,2025,Q4 2025,Programmatic,Google Ads,Organic Content,27294,819,2252.25,4094,49,26950.0,3.0007,82.5181,2.75,5.9829
2026-02-15,Feb 2026,2026-02,2026,Q1 2026,Organic,LinkedIn Ads,Brand Search,114104,3423,9413.25,17116,205,112750.0,2.9999,82.4971,2.75,5.9889
2025-11-11,Nov 2025,2025-11,2025,Q4 2025,Paid Social,Google Analytics,Bing Search,106802,3204,8811.0,16020,192,105600.0,2.9999,82.4985,2.75,5.9925
2025-12-11,Dec 2025,2025-12,2025,Q4 2025,Organic,Facebook Ads,Enterprise ABM,100483,3014,8288.5,15072,181,99550.0,2.9995,82.4866,2.75,6.0053
2025-12-28,Dec 2025,2025-12,2025,Q4 2025,Paid Search,Google Analytics,Demo Requests,112120,3364,9251.0,16818,202,111100.0,3.0004,82.5098,2.75,6.0048
2026-01-30,Jan 2026,2026-01,2026,Q1 2026,Programmatic,StackAdapt,Bing Search,187456,5624,15466.0,28118,337,185350.0,3.0002,82.5047,2.75,5.9922
2026-04-13,Apr 2026,2026-04,2026,Q2 2026,Paid Social,Google Ads,Facebook Prospecting,190817,5725,15743.75,28623,344,189200.0,3.0003,82.5071,2.75,6.0087
2025-12-20,Dec 2025,2025-12,2025,Q4 2025,Paid Search,LinkedIn Ads,Bing Search,12953,389,1069.75,1943,23,12650.0,3.0032,82.587,2.75,5.9126
2025-10-28,Oct 2025,2025-10,2025,Q4 2025,Paid Search,LinkedIn Ads,Awareness Push,57937,1738,4779.5,8691,104,57200.0,2.9998,82.4948,2.75,5.9839
2026-01-31,Jan 2026,2026-01,2026,Q1 2026,Paid Search,Facebook Ads,Retargeting Display,52300,1569,4314.75,7845,94,51700.0,3.0,82.5,2.75,5.9911
2026-02-25,Feb 2026,2026-02,2026,Q1 2026,Organic,HubSpot,Demo Requests,126314,3789,10419.75,18947,227,124850.0,2.9997,82.4909,2.75,5.991
2025-11-02,Nov 2025,2025-11,2025,Q4 2025,Programmatic,Bing Ads,Retargeting Display,189710,5691,15650.25,28457,341,187550.0,2.9998,82.4957,2.75,5.9919
2025-12-16,Dec 2025,2025-12,2025,Q4 2025,Paid Social,Facebook Ads,Enterprise ABM,121474,3644,10021.0,18221,219,120450.0,2.9998,82.495,2.75,6.0099
2026-04-22,Apr 2026,2026-04,2026,Q2 2026,Programmatic,Facebook Ads,Email Nurture,41439,1243,3418.25,6216,75,41250.0,2.9996,82.4887,2.75,6.0338
2025-11-16,Nov 2025,2025-11,2025,Q4 2025,Programmatic,Bing Ads,Retargeting Display,81882,2456,6754.0,12282,147,80850.0,2.9994,82.4846,2.75,5.9853
2025-12-12,Dec 2025,2025-12,2025,Q4 2025,Organic,Amazon Ad Server,Awareness Push,96930,2908,7997.0,14540,174,95700.0,3.0001,82.5028,2.75,5.9835
2025-11-27,Nov 2025,2025-11,2025,Q4 2025,Programmatic,LinkedIn Ads,Retargeting Display,238652,7160,19690.0,35798,430,236500.0,3.0002,82.5051,2.75,6.0056
2026-04-17,Apr 2026,2026-04,2026,Q2 2026,Organic,Bing Ads,LinkedIn Lead Gen,124361,3731,10260.25,18654,224,123200.0,3.0001,82.5038,2.75,6.0038
2026-04-07,Apr 2026,2026-04,2026,Q2 2026,Programmatic,Amazon Ad Server,Retargeting Display,175551,5267,14484.25,26333,316,173800.0,3.0003,82.5074,2.75,5.9996
2026-04-09,Apr 2026,2026-04,2026,Q2 2026,Paid Search,LinkedIn Ads,Email Nurture,131676,3950,10862.5,19751,237,130350.0,2.9998,82.4942,2.75,6.0
2025-12-08,Dec 2025,2025-12,2025,Q4 2025,Paid Social,Facebook Ads,Enterprise ABM,109272,3278,9014.5,16391,197,108350.0,2.9999,82.496,2.75,6.0098
2025-10-31,Oct 2025,2025-10,2025,Q4 2025,Paid Social,HubSpot,Organic Content,123334,3700,10175.0,18500,222,122100.0,3.0,82.4996,2.75,6.0
2026-02-19,Feb 2026,2026-02,2026,Q1 2026,Organic,Google Analytics,Competitor Search,219798,6594,18133.5,32970,396,217800.0,3.0,82.5008,2.75,6.0055
2026-04-01,Apr 2026,2026-04,2026,Q2 2026,Paid Social,Facebook Ads,Google Nonbrand,189230,5677,15611.75,28385,341,187550.0,3.0001,82.5015,2.75,6.0067
2025-11-19,Nov 2025,2025-11,2025,Q4 2025,Programmatic,Google Ads,Brand Search,14144,424,1166.0,2122,25,13750.0,2.9977,82.4378,2.75,5.8962
2025-12-04,Dec 2025,2025-12,2025,Q4 2025,Paid Social,Facebook Ads,Brand Search,83927,2518,6924.5,12589,151,83050.0,3.0002,82.5062,2.75,5.9968
2026-02-07,Feb 2026,2026-02,2026,Q1 2026,Programmatic,Facebook Ads,Organic Content,96279,2888,7942.0,14442,173,95150.0,2.9996,82.4894,2.75,5.9903
2025-11-10,Nov 2025,2025-11,2025,Q4 2025,Paid Search,Amazon Ad Server,Awareness Push,59022,1771,4870.25,8853,106,58300.0,3.0006,82.5158,2.75,5.9853
2026-01-07,Jan 2026,2026-01,2026,Q1 2026,Organic,HubSpot,Awareness Push,10589,318,874.5,1588,19,10450.0,3.0031,82.5857,2.75,5.9748
2025-10-30,Oct 2025,2025-10,2025,Q4 2025,Organic,LinkedIn Ads,LinkedIn Lead Gen,182394,5472,15048.0,27359,328,180400.0,3.0001,82.5027,2.75,5.9942
2026-04-13,Apr 2026,2026-04,2026,Q2 2026,Paid Social,HubSpot,Enterprise ABM,227703,6831,18785.25,34155,410,225500.0,3.0,82.4989,2.75,6.002
2026-02-20,Feb 2026,2026-02,2026,Q1 2026,Organic,Google Analytics,Retargeting Display,212979,6389,17569.75,31947,383,210650.0,2.9998,82.4952,2.75,5.9947
2026-04-21,Apr 2026,2026-04,2026,Q2 2026,Programmatic,Google Analytics,Organic Content,130746,3922,10785.5,19612,235,129250.0,2.9997,82.492,2.75,5.9918
2025-12-13,Dec 2025,2025-12,2025,Q4 2025,Programmatic,StackAdapt,Organic Content,83544,2506,6891.5,12532,150,82500.0,2.9996,82.4895,2.75,5.9856
2026-03-23,Mar 2026,2026-03,2026,Q1 2026,Organic,Google Ads,LinkedIn Lead Gen,206141,6184,17006.0,30921,371,204050.0,2.9999,82.4969,2.75,5.9994
2026-04-26,Apr 2026,2026-04,2026,Q2 2026,Organic,StackAdapt,Awareness Push,54485,1635,4496.25,8173,98,53900.0,3.0008,82.5227,2.75,5.9939
2025-11-26,Nov 2025,2025-11,2025,Q4 2025,Paid Search,Amazon Ad Server,Facebook Prospecting,142666,4280,11770.0,21400,257,141350.0,3.0,82.5004,2.75,6.0047
2025-12-10,Dec 2025,2025-12,2025,Q4 2025,Programmatic,Facebook Ads,Demo Requests,81981,2459,6762.25,12297,148,81400.0,2.9995,82.4856,2.75,6.0187
2026-01-13,Jan 2026,2026-01,2026,Q1 2026,Paid Search,HubSpot,Bing Search,209338,6280,17270.0,31401,377,207350.0,2.9999,82.4982,2.75,6.0032
2026-03-16,Mar 2026,2026-03,2026,Q1 2026,Programmatic,LinkedIn Ads,Google Nonbrand,89059,2672,7348.0,13359,160,88000.0,3.0003,82.5071,2.75,5.988
2026-04-04,Apr 2026,2026-04,2026,Q2 2026,Paid Search,LinkedIn Ads,Brand Search,83054,2492,6853.0,12458,150,82500.0,3.0005,82.5126,2.75,6.0193
2026-03-03,Mar 2026,2026-03,2026,Q1 2026,Paid Search,HubSpot,LinkedIn Lead Gen,144245,4327,11899.25,21637,260,143000.0,2.9998,82.4933,2.75,6.0088
2026-04-26,Apr 2026,2026-04,2026,Q2 2026,Programmatic,Google Ads,Demo Requests,161148,4834,13293.5,24172,290,159500.0,2.9997,82.4925,2.75,5.9992
2026-04-21,Apr 2026,2026-04,2026,Q2 2026,Paid Social,HubSpot,Retargeting Display,100483,3014,8288.5,15072,181,99550.0,2.9995,82.4866,2.75,6.0053
2026-02-16,Feb 2026,2026-02,2026,Q1 2026,Paid Search,Google Analytics,Enterprise ABM,146233,4387,12064.25,21935,263,144650.0,3.0,82.5002,2.75,5.995
2026-02-10,Feb 2026,2026-02,2026,Q1 2026,Paid Social,LinkedIn Ads,LinkedIn Lead Gen,169453,5084,13981.0,25418,305,167750.0,3.0002,82.5067,2.75,5.9992
2026-03-10,Mar 2026,2026-03,2026,Q1 2026,Paid Search,Facebook Ads,Enterprise ABM,226696,6801,18702.75,34004,408,224400.0,3.0001,82.5015,2.75,5.9991
2025-12-07,Dec 2025,2025-12,2025,Q4 2025,Programmatic,Google Analytics,Awareness Push,195697,5871,16145.25,29355,352,193600.0,3.0,82.5013,2.75,5.9956
2026-04-08,Apr 2026,2026-04,2026,Q2 2026,Programmatic,LinkedIn Ads,LinkedIn Lead Gen,200739,6022,16560.5,30111,361,198550.0,2.9999,82.4977,2.75,5.9947
2026-03-20,Mar 2026,2026-03,2026,Q1 2026,Organic,Facebook Ads,Email Nurture,208257,6248,17182.0,31239,375,206250.0,3.0001,82.5038,2.75,6.0019
2026-01-10,Jan 2026,2026-01,2026,Q1 2026,Programmatic,HubSpot,Bing Search,234016,7020,19305.0,35102,421,231550.0,2.9998,82.4944,2.75,5.9972
2026-02-03,Feb 2026,2026-02,2026,Q1 2026,Paid Search,Google Analytics,Brand Search,151721,4552,12518.0,22758,273,150150.0,3.0002,82.5067,2.75,5.9974
2025-11-29,Nov 2025,2025-11,2025,Q4 2025,Paid Search,LinkedIn Ads,Demo Requests,106387,3192,8778.0,15958,192,105600.0,3.0004,82.5101,2.75,6.015
2026-01-19,Jan 2026,2026-01,2026,Q1 2026,Organic,Google Ads,Facebook Prospecting,140064,4202,11555.5,21010,252,138600.0,3.0001,82.5016,2.75,5.9971
2025-12-30,Dec 2025,2025-12,2025,Q4 2025,Paid Search,LinkedIn Ads,Email Nurture,108305,3249,8934.75,16246,195,107250.0,2.9999,82.4962,2.75,6.0018
2026-03-01,Mar 2026,2026-03,2026,Q1 2026,Paid Search,Google Ads,LinkedIn Lead Gen,241346,7240,19910.0,36202,434,238700.0,2.9998,82.4957,2.75,5.9945
2026-01-30,Jan 2026,2026-01,2026,Q1 2026,Organic,Amazon Ad Server,Facebook Prospecting,31254,938,2579.5,4688,56,30800.0,3.0012,82.5334,2.75,5.9701
2026-04-11,Apr 2026,2026-04,2026,Q2 2026,Programmatic,Bing Ads,Competitor Search,41854,1256,3454.0,6278,75,41250.0,3.0009,82.525,2.75,5.9713
2026-01-09,Jan 2026,2026-01,2026,Q1 2026,Organic,Google Analytics,LinkedIn Lead Gen,84624,2539,6982.25,12694,152,83600.0,3.0003,82.5091,2.75,5.9866
2026-02-15,Feb 2026,2026-02,2026,Q1 2026,Paid Social,LinkedIn Ads,Competitor Search,91186,2736,7524.0,13678,164,90200.0,3.0005,82.5127,2.75,5.9942
2026-02-17,Feb 2026,2026-02,2026,Q1 2026,Paid Social,Google Analytics,Competitor Search,61613,1848,5082.0,9242,111,61050.0,2.9994,82.4826,2.75,6.0065
2026-03-27,Mar 2026,2026-03,2026,Q1 2026,Paid Social,Google Ads,Google Nonbrand,4073,122,335.5,611,7,3850.0,2.9953,82.3717,2.75,5.7377
2025-11-28,Nov 2025,2025-11,2025,Q4 2025,Paid Social,Bing Ads,Competitor Search,130294,3909,10749.75,19544,235,129250.0,3.0001,82.5038,2.75,6.0118
2026-01-22,Jan 2026,2026-01,2026,Q1 2026,Paid Search,LinkedIn Ads,Awareness Push,5391,162,445.5,809,10,5500.0,3.005,82.6377,2.75,6.1728
2026-02-26,Feb 2026,2026-02,2026,Q1 2026,Programmatic,Bing Ads,Brand Search,196157,5885,16183.75,29424,353,194150.0,3.0001,82.5041,2.75,5.9983
2025-11-09,Nov 2025,2025-11,2025,Q4 2025,Organic,Google Ads,Demo Requests,146427,4393,12080.75,21964,264,145200.0,3.0001,82.5036,2.75,6.0096
2026-04-26,Apr 2026,2026-04,2026,Q2 2026,Paid Social,Facebook Ads,Brand Search,14745,442,1215.5,2212,27,14850.0,2.9976,82.4347,2.75,6.1086
2026-01-31,Jan 2026,2026-01,2026,Q1 2026,Paid Social,Bing Ads,Awareness Push,126770,3803,10458.25,19016,228,125400.0,2.9999,82.4978,2.75,5.9953
2026-04-18,Apr 2026,2026-04,2026,Q2 2026,Programmatic,Google Analytics,Demo Requests,17754,533,1465.75,2663,32,17600.0,3.0021,82.5589,2.75,6.0038
2026-04-18,Apr 2026,2026-04,2026,Q2 2026,Programmatic,Amazon Ad Server,Bing Search,21617,649,1784.75,3243,39,21450.0,3.0023,82.5623,2.75,6.0092
2026-01-02,Jan 2026,2026-01,2026,Q1 2026,Organic,Facebook Ads,Email Nurture,110079,3302,9080.5,16512,198,108900.0,2.9997,82.4908,2.75,5.9964
2026-01-24,Jan 2026,2026-01,2026,Q1 2026,Paid Social,Amazon Ad Server,Awareness Push,131971,3959,10887.25,19796,238,130900.0,2.9999,82.4973,2.75,6.0116
2025-11-19,Nov 2025,2025-11,2025,Q4 2025,Paid Social,Bing Ads,Facebook Prospecting,30992,930,2557.5,4649,56,30800.0,3.0008,82.5213,2.75,6.0215
2026-01-05,Jan 2026,2026-01,2026,Q1 2026,Paid Social,Facebook Ads,Email Nurture,136607,4098,11269.5,20491,246,135300.0,2.9998,82.4958,2.75,6.0029
2025-12-31,Dec 2025,2025-12,2025,Q4 2025,Paid Social,Amazon Ad Server,LinkedIn Lead Gen,237384,7122,19585.5,35608,427,234850.0,3.0002,82.5056,2.75,5.9955
2026-02-18,Feb 2026,2026-02,2026,Q1 2026,Paid Search,Amazon Ad Server,Google Nonbrand,170322,5110,14052.5,25548,307,168850.0,3.0002,82.5055,2.75,6.0078
2026-04-06,Apr 2026,2026-04,2026,Q2 2026,Paid Search,Google Analytics,Google Nonbrand,46168,1385,3808.75,6925,83,45650.0,2.9999,82.4976,2.75,5.9928
2026-03-01,Mar 2026,2026-03,2026,Q1 2026,Organic,Google Analytics,Retargeting Display,155000,4650,12787.5,23250,279,153450.0,3.0,82.5,2.75,6.0
2025-12-07,Dec 2025,2025-12,2025,Q4 2025,Paid Social,HubSpot,Organic Content,233855,7016,19294.0,35078,421,231550.0,3.0001,82.5041,2.75,6.0006
2026-01-03,Jan 2026,2026-01,2026,Q1 2026,Programmatic,LinkedIn Ads,Organic Content,226678,6800,18700.0,34002,408,224400.0,2.9999,82.4959,2.75,6.0
2025-11-28,Nov 2025,2025-11,2025,Q4 2025,Paid Social,Facebook Ads,Enterprise ABM,82859,2486,6836.5,12429,149,81950.0,3.0003,82.5076,2.75,5.9936
2025-11-26,Nov 2025,2025-11,2025,Q4 2025,Paid Social,LinkedIn Ads,Brand Search,60336,1810,4977.5,9050,109,59950.0,2.9999,82.4964,2.75,6.0221
2026-01-06,Jan 2026,2026-01,2026,Q1 2026,Organic,Google Analytics,Google Nonbrand,137245,4117,11321.75,20587,247,135850.0,2.9997,82.493,2.75,5.9995
2026-03-13,Mar 2026,2026-03,2026,Q1 2026,Paid Search,Google Analytics,Awareness Push,80723,2422,6660.5,12108,145,79750.0,3.0004,82.5106,2.75,5.9868
2026-01-10,Jan 2026,2026-01,2026,Q1 2026,Paid Search,StackAdapt,Google Nonbrand,69887,2097,5766.75,10483,126,69300.0,3.0006,82.5153,2.75,6.0086
2025-11-08,Nov 2025,2025-11,2025,Q4 2025,Paid Social,HubSpot,Email Nurture,83064,2492,6853.0,12460,150,82500.0,3.0001,82.5026,2.75,6.0193
